rsi_long,rsi_short,allow_slope_or,atr_mult_stop,zone_pad_frac,zz_atr_mult,ext_pref,days,n,netR,pf,maxDD,win%
50,50,False,0.2,0.012,1.9,"('161', '127')",5,9,3.6856252848287285,4.434651941710569,-1.0,77.77777777777779
50,50,False,0.2,0.015,1.9,"('161', '127')",5,9,3.6856252848287285,4.434651941710569,-1.0,77.77777777777779
50,50,False,0.2,0.018,1.9,"('161', '127')",5,9,3.6856252848287285,4.434651941710569,-1.0,77.77777777777779
50,48,False,0.2,0.012,1.9,"('161', '127')",5,9,3.6856252848287285,4.434651941710569,-1.0,77.77777777777779
50,48,False,0.2,0.015,1.9,"('161', '127')",5,9,3.6856252848287285,4.434651941710569,-1.0,77.77777777777779
50,48,False,0.2,0.018,1.9,"('161', '127')",5,9,3.6856252848287285,4.434651941710569,-1.0,77.77777777777779
48,50,False,0.3,0.015,1.7,"('127', '161')",5,11,3.6597027629469956,2.8298513814734974,-1.0262381434260424,81.81818181818183
48,48,False,0.3,0.015,1.7,"('127', '161')",5,11,3.6597027629469956,2.8298513814734974,-1.0262381434260424,81.81818181818183
50,50,False,0.25,0.012,1.9,"('161', '127')",5,9,3.6566157427924972,4.410497611772923,-1.0,77.77777777777779
50,50,False,0.25,0.015,1.9,"('161', '127')",5,9,3.6566157427924972,4.410497611772923,-1.0,77.77777777777779
50,50,False,0.25,0.018,1.9,"('161', '127')",5,9,3.6566157427924972,4.410497611772923,-1.0,77.77777777777779
50,48,False,0.25,0.012,1.9,"('161', '127')",5,9,3.6566157427924972,4.410497611772923,-1.0,77.77777777777779
50,48,False,0.25,0.015,1.9,"('161', '127')",5,9,3.6566157427924972,4.410497611772923,-1.0,77.77777777777779
50,48,False,0.25,0.018,1.9,"('161', '127')",5,9,3.6566157427924972,4.410497611772923,-1.0,77.77777777777779
48,50,False,0.2,0.012,1.7,"('127', '161')",5,11,3.635427880016122,2.817713940008061,-1.2576772616668923,81.81818181818183
48,48,False,0.2,0.012,1.7,"('127', '161')",5,11,3.635427880016122,2.817713940008061,-1.2576772616668923,81.81818181818183
50,50,False,0.2,0.012,1.7,"('127', '161')",5,9,3.632256190321809,4.632256190321809,-1.0,88.88888888888889
50,48,False,0.2,0.012,1.7,"('127', '161')",5,9,3.632256190321809,4.632256190321809,-1.0,88.88888888888889
50,50,False,0.25,0.012,1.7,"('127', '161')",5,9,3.605313131274478,4.605313131274478,-1.0,88.88888888888889
50,48,False,0.25,0.012,1.7,"('127', '161')",5,9,3.605313131274478,4.605313131274478,-1.0,88.88888888888889
50,50,False,0.2,0.012,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
50,50,False,0.2,0.015,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
50,50,False,0.2,0.018,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
50,48,False,0.2,0.012,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
50,48,False,0.2,0.015,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
50,48,False,0.2,0.018,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
52,50,False,0.2,0.012,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
52,50,False,0.2,0.015,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
52,50,False,0.2,0.018,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
52,48,False,0.2,0.012,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
52,48,False,0.2,0.015,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
52,48,False,0.2,0.018,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
48,50,False,0.2,0.012,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
48,50,False,0.2,0.015,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
48,50,False,0.2,0.018,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
48,48,False,0.2,0.012,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
48,48,False,0.2,0.015,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
48,48,False,0.2,0.018,2.1,"('161', '127')",5,9,3.590032509344703,4.345568574152499,-1.0,77.77777777777779
48,50,False,0.25,0.018,1.7,"('161', '127')",5,10,3.5866411218796626,2.793320560939831,-1.0171651998951639,80.0
48,48,False,0.25,0.018,1.7,"('161', '127')",5,10,3.5866411218796626,2.793320560939831,-1.0171651998951639,80.0
50,50,False,0.3,0.012,1.7,"('127', '161')",5,9,3.579159191943507,4.579159191943507,-1.0,88.88888888888889
50,48,False,0.3,0.012,1.7,"('127', '161')",5,9,3.579159191943507,4.579159191943507,-1.0,88.88888888888889
50,50,False,0.25,0.012,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
50,50,False,0.25,0.015,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
50,50,False,0.25,0.018,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
50,48,False,0.25,0.012,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
50,48,False,0.25,0.015,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
50,48,False,0.25,0.018,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
52,50,False,0.25,0.012,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
52,50,False,0.25,0.015,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
52,50,False,0.25,0.018,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
52,48,False,0.25,0.012,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
52,48,False,0.25,0.015,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
52,48,False,0.25,0.018,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
48,50,False,0.25,0.012,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
48,50,False,0.25,0.015,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
48,50,False,0.25,0.018,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
48,48,False,0.25,0.012,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
48,48,False,0.25,0.015,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
48,48,False,0.25,0.018,2.1,"('161', '127')",5,9,3.5610577600275684,4.3213714101347,-1.0,77.77777777777779
52,50,False,0.2,0.012,1.7,"('161', '127')",5,8,3.5505001718205973,4.550500171820597,-1.0,87.5
52,48,False,0.2,0.012,1.7,"('161', '127')",5,8,3.5505001718205973,4.550500171820597,-1.0,87.5
52,50,False,0.25,0.012,1.7,"('161', '127')",5,8,3.5186747764742874,4.518674776474287,-1.0,87.5
52,48,False,0.25,0.012,1.7,"('161', '127')",5,8,3.5186747764742874,4.518674776474287,-1.0,87.5
52,50,False,0.3,0.015,1.7,"('161', '127')",5,8,3.516048668067074,4.516048668067074,-1.0,87.5
52,50,False,0.3,0.018,1.7,"('161', '127')",5,8,3.516048668067074,4.516048668067074,-1.0,87.5
52,48,False,0.3,0.015,1.7,"('161', '127')",5,8,3.516048668067074,4.516048668067074,-1.0,87.5
52,48,False,0.3,0.018,1.7,"('161', '127')",5,8,3.516048668067074,4.516048668067074,-1.0,87.5
48,50,False,0.2,0.015,1.7,"('127', '161')",5,11,3.494465951215723,2.7472329756078615,-1.2576772616668923,81.81818181818183
48,48,False,0.2,0.015,1.7,"('127', '161')",5,11,3.494465951215723,2.7472329756078615,-1.2576772616668923,81.81818181818183
50,50,False,0.2,0.015,1.7,"('127', '161')",5,9,3.4912942615214098,4.491294261521411,-1.0,88.88888888888889
50,50,False,0.2,0.018,1.7,"('127', '161')",5,9,3.4912942615214098,4.491294261521411,-1.0,88.88888888888889
50,48,False,0.2,0.015,1.7,"('127', '161')",5,9,3.4912942615214098,4.491294261521411,-1.0,88.88888888888889
50,48,False,0.2,0.018,1.7,"('127', '161')",5,9,3.4912942615214098,4.491294261521411,-1.0,88.88888888888889
50,50,False,0.25,0.015,1.7,"('127', '161')",5,9,3.4666307134095833,4.466630713409583,-1.0,88.88888888888889
50,50,False,0.25,0.018,1.7,"('127', '161')",5,9,3.4666307134095833,4.466630713409583,-1.0,88.88888888888889
50,48,False,0.25,0.015,1.7,"('127', '161')",5,9,3.4666307134095833,4.466630713409583,-1.0,88.88888888888889
50,48,False,0.25,0.018,1.7,"('127', '161')",5,9,3.4666307134095833,4.466630713409583,-1.0,88.88888888888889
50,50,False,0.3,0.015,1.7,"('127', '161')",5,9,3.442686925491889,4.4426869254918895,-1.0,88.88888888888889
50,50,False,0.3,0.018,1.7,"('127', '161')",5,9,3.442686925491889,4.4426869254918895,-1.0,88.88888888888889
50,48,False,0.3,0.015,1.7,"('127', '161')",5,9,3.442686925491889,4.4426869254918895,-1.0,88.88888888888889
50,48,False,0.3,0.018,1.7,"('127', '161')",5,9,3.442686925491889,4.4426869254918895,-1.0,88.88888888888889
48,50,False,0.2,0.018,1.7,"('161', '127')",5,10,3.382025541161565,2.6910127705807825,-1.2576772616668923,80.0
48,48,False,0.2,0.018,1.7,"('161', '127')",5,10,3.382025541161565,2.6910127705807825,-1.2576772616668923,80.0
52,50,False,0.2,0.015,1.7,"('161', '127')",5,8,3.370136225841694,4.370136225841693,-1.0,87.5
52,50,False,0.2,0.018,1.7,"('161', '127')",5,8,3.370136225841694,4.370136225841693,-1.0,87.5
52,48,False,0.2,0.015,1.7,"('161', '127')",5,8,3.370136225841694,4.370136225841693,-1.0,87.5
52,48,False,0.2,0.018,1.7,"('161', '127')",5,8,3.370136225841694,4.370136225841693,-1.0,87.5
52,50,False,0.25,0.015,1.7,"('161', '127')",5,8,3.340997510971665,4.340997510971666,-1.0,87.5
52,50,False,0.25,0.018,1.7,"('161', '127')",5,8,3.340997510971665,4.340997510971666,-1.0,87.5
52,48,False,0.25,0.015,1.7,"('161', '127')",5,8,3.340997510971665,4.340997510971666,-1.0,87.5
52,48,False,0.25,0.018,1.7,"('161', '127')",5,8,3.340997510971665,4.340997510971666,-1.0,87.5
50,52,False,0.3,0.012,1.7,"('161', '127')",5,10,3.309719807597006,2.6548599037985032,-1.0,80.0
48,50,False,0.3,0.018,1.9,"('161', '127')",5,10,3.2780256077989605,2.582607886280792,-1.0262381434260424,70.0
48,48,False,0.3,0.018,1.9,"('161', '127')",5,10,3.2780256077989605,2.582607886280792,-1.0262381434260424,70.0
48,50,False,0.25,0.012,1.9,"('127', '161')",5,11,3.210170672259232,2.549186897370325,-1.0171651998951639,72.72727272727273
48,50,False,0.25,0.015,1.9,"('127', '161')",5,11,3.210170672259232,2.549186897370325,-1.0171651998951639,72.72727272727273
48,48,False,0.25,0.012,1.9,"('127', '161')",5,11,3.210170672259232,2.549186897370325,-1.0171651998951639,72.72727272727273
48,48,False,0.25,0.015,1.9,"('127', '161')",5,11,3.210170672259232,2.549186897370325,-1.0171651998951639,72.72727272727273
50,52,False,0.2,0.012,1.7,"('161', '127')",5,10,3.1855028346504444,2.592751417325222,-1.0,80.0
48,50,False,0.3,0.012,1.9,"('127', '161')",5,11,3.1740843974805752,2.532425795339196,-1.0262381434260424,72.72727272727273
48,50,False,0.3,0.015,1.9,"('127', '161')",5,11,3.1740843974805752,2.532425795339196,-1.0262381434260424,72.72727272727273
48,48,False,0.3,0.012,1.9,"('127', '161')",5,11,3.1740843974805752,2.532425795339196,-1.0262381434260424,72.72727272727273
48,48,False,0.3,0.015,1.9,"('127', '161')",5,11,3.1740843974805752,2.532425795339196,-1.0262381434260424,72.72727272727273
50,52,False,0.25,0.012,1.7,"('161', '127')",5,10,3.14533650256485,2.5726682512824253,-1.0,80.0
50,50,False,0.3,0.012,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
50,50,False,0.3,0.015,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
50,50,False,0.3,0.018,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
50,48,False,0.3,0.012,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
50,48,False,0.3,0.015,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
50,48,False,0.3,0.018,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
52,50,False,0.3,0.012,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
52,50,False,0.3,0.015,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
52,50,False,0.3,0.018,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
52,48,False,0.3,0.012,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
52,48,False,0.3,0.015,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
52,48,False,0.3,0.018,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
48,50,False,0.3,0.012,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
48,50,False,0.3,0.015,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
48,50,False,0.3,0.018,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
48,48,False,0.3,0.012,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
48,48,False,0.3,0.015,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
48,48,False,0.3,0.018,2.1,"('127', '161')",5,8,3.1378388228053273,4.137838822805327,-1.0,87.5
50,52,False,0.3,0.015,1.7,"('161', '127')",5,10,3.134658124531755,2.5673290622658778,-1.0,80.0
50,52,False,0.3,0.018,1.7,"('161', '127')",5,10,3.134658124531755,2.5673290622658778,-1.0,80.0
48,50,False,0.25,0.018,1.9,"('161', '127')",5,10,3.11180869274685,2.5017186767000674,-1.0171651998951639,70.0
48,48,False,0.25,0.018,1.9,"('161', '127')",5,10,3.11180869274685,2.5017186767000674,-1.0171651998951639,70.0
52,50,False,0.3,0.012,1.9,"('161', '127')",5,8,3.057728556643511,3.854273177890779,-1.0,75.0
52,50,False,0.3,0.015,1.9,"('161', '127')",5,8,3.057728556643511,3.854273177890779,-1.0,75.0
52,50,False,0.3,0.018,1.9,"('161', '127')",5,8,3.057728556643511,3.854273177890779,-1.0,75.0
52,48,False,0.3,0.012,1.9,"('161', '127')",5,8,3.057728556643511,3.854273177890779,-1.0,75.0
52,48,False,0.3,0.015,1.9,"('161', '127')",5,8,3.057728556643511,3.854273177890779,-1.0,75.0
52,48,False,0.3,0.018,1.9,"('161', '127')",5,8,3.057728556643511,3.854273177890779,-1.0,75.0
50,52,False,0.2,0.015,1.7,"('161', '127')",5,10,3.0051388886715404,2.50256944433577,-1.0,80.0
50,52,False,0.2,0.018,1.7,"('161', '127')",5,10,3.0051388886715404,2.50256944433577,-1.0,80.0
48,50,False,0.2,0.012,1.9,"('127', '161')",5,11,2.997684133390285,2.4460113422280503,-1.2576772616668923,72.72727272727273
48,50,False,0.2,0.015,1.9,"('127', '161')",5,11,2.997684133390285,2.4460113422280503,-1.2576772616668923,72.72727272727273
48,48,False,0.2,0.012,1.9,"('127', '161')",5,11,2.997684133390285,2.4460113422280503,-1.2576772616668923,72.72727272727273
48,48,False,0.2,0.015,1.9,"('127', '161')",5,11,2.997684133390285,2.4460113422280503,-1.2576772616668923,72.72727272727273
52,50,False,0.2,0.012,1.7,"('127', '161')",5,8,2.995846753297164,3.9958467532971644,-1.0,87.5
52,48,False,0.2,0.012,1.7,"('127', '161')",5,8,2.995846753297164,3.9958467532971644,-1.0,87.5
50,50,False,0.2,0.012,1.9,"('127', '161')",5,9,2.994512443695972,3.790600558758317,-1.0,77.77777777777779
50,50,False,0.2,0.015,1.9,"('127', '161')",5,9,2.994512443695972,3.790600558758317,-1.0,77.77777777777779
50,50,False,0.2,0.018,1.9,"('127', '161')",5,9,2.994512443695972,3.790600558758317,-1.0,77.77777777777779
50,48,False,0.2,0.012,1.9,"('127', '161')",5,9,2.994512443695972,3.790600558758317,-1.0,77.77777777777779
50,48,False,0.2,0.015,1.9,"('127', '161')",5,9,2.994512443695972,3.790600558758317,-1.0,77.77777777777779
50,48,False,0.2,0.018,1.9,"('127', '161')",5,9,2.994512443695972,3.790600558758317,-1.0,77.77777777777779
50,50,False,0.25,0.012,1.9,"('127', '161')",5,9,2.9755156231578166,3.775240725409913,-1.0,77.77777777777779
50,50,False,0.25,0.015,1.9,"('127', '161')",5,9,2.9755156231578166,3.775240725409913,-1.0,77.77777777777779
50,50,False,0.25,0.018,1.9,"('127', '161')",5,9,2.9755156231578166,3.775240725409913,-1.0,77.77777777777779
50,48,False,0.25,0.012,1.9,"('127', '161')",5,9,2.9755156231578166,3.775240725409913,-1.0,77.77777777777779
50,48,False,0.25,0.015,1.9,"('127', '161')",5,9,2.9755156231578166,3.775240725409913,-1.0,77.77777777777779
50,48,False,0.25,0.018,1.9,"('127', '161')",5,9,2.9755156231578166,3.775240725409913,-1.0,77.77777777777779
52,50,False,0.25,0.012,1.7,"('127', '161')",5,8,2.971951389708495,3.9719513897084955,-1.0,87.5
52,48,False,0.25,0.012,1.7,"('127', '161')",5,8,2.971951389708495,3.9719513897084955,-1.0,87.5
