rsi_long,rsi_short,allow_slope_or,atr_mult_stop,zone_pad_frac,zz_atr_mult,ext_pref,days,n,netR,pf,maxDD,win%
50,52,False,0.25,0.015,1.7,"('161', '127')",5,10,2.967659237062228,2.483829618531114,-1.0,80.0
50,52,False,0.25,0.018,1.7,"('161', '127')",5,10,2.967659237062228,2.483829618531114,-1.0,80.0
50,50,False,0.3,0.012,1.9,"('127', '161')",5,9,2.957068560025469,3.760310903898467,-1.0,77.77777777777779
50,50,False,0.3,0.015,1.9,"('127', '161')",5,9,2.957068560025469,3.760310903898467,-1.0,77.77777777777779
50,50,False,0.3,0.018,1.9,"('127', '161')",5,9,2.957068560025469,3.760310903898467,-1.0,77.77777777777779
50,48,False,0.3,0.012,1.9,"('127', '161')",5,9,2.957068560025469,3.760310903898467,-1.0,77.77777777777779
50,48,False,0.3,0.015,1.9,"('127', '161')",5,9,2.957068560025469,3.760310903898467,-1.0,77.77777777777779
50,48,False,0.3,0.018,1.9,"('127', '161')",5,9,2.957068560025469,3.760310903898467,-1.0,77.77777777777779
52,50,False,0.3,0.012,1.7,"('127', '161')",5,8,2.948711937194343,3.948711937194343,-1.0,87.5
52,48,False,0.3,0.012,1.7,"('127', '161')",5,8,2.948711937194343,3.948711937194343,-1.0,87.5
50,50,False,0.2,0.012,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
50,50,False,0.2,0.015,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
50,50,False,0.2,0.018,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
50,48,False,0.2,0.012,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
50,48,False,0.2,0.015,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
50,48,False,0.2,0.018,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
52,50,False,0.2,0.012,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
52,50,False,0.2,0.015,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
52,50,False,0.2,0.018,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
52,48,False,0.2,0.012,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
52,48,False,0.2,0.015,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
52,48,False,0.2,0.018,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
48,50,False,0.2,0.012,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
48,50,False,0.2,0.015,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
48,50,False,0.2,0.018,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
48,48,False,0.2,0.012,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
48,48,False,0.2,0.015,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
48,48,False,0.2,0.018,2.1,"('127', '161')",5,9,2.9206454429006232,3.7217635451979776,-1.0,77.77777777777779
48,50,False,0.25,0.018,1.7,"('127', '161')",5,10,2.9145616519552635,2.457280825977632,-1.0171651998951639,80.0
48,48,False,0.25,0.018,1.7,"('127', '161')",5,10,2.9145616519552635,2.457280825977632,-1.0171651998951639,80.0
50,50,False,0.25,0.012,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
50,50,False,0.25,0.015,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
50,50,False,0.25,0.018,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
50,48,False,0.25,0.012,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
50,48,False,0.25,0.015,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
50,48,False,0.25,0.018,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
52,50,False,0.25,0.012,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
52,50,False,0.25,0.015,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
52,50,False,0.25,0.018,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
52,48,False,0.25,0.012,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
52,48,False,0.25,0.015,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
52,48,False,0.25,0.018,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
48,50,False,0.25,0.012,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
48,50,False,0.25,0.015,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
48,50,False,0.25,0.018,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
48,48,False,0.25,0.012,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
48,48,False,0.25,0.015,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
48,48,False,0.25,0.018,2.1,"('127', '161')",5,9,2.90195439295959,3.7066307271062526,-1.0,77.77777777777779
48,50,False,0.2,0.018,1.9,"('161', '127')",5,10,2.900426314716155,2.3990964897402076,-1.2576772616668923,70.0
48,48,False,0.2,0.018,1.9,"('161', '127')",5,10,2.900426314716155,2.3990964897402076,-1.2576772616668923,70.0
52,50,False,0.2,0.012,1.9,"('161', '127')",5,8,2.8989910180631706,3.7015836824700075,-1.0,75.0
52,50,False,0.2,0.015,1.9,"('161', '127')",5,8,2.8989910180631706,3.7015836824700075,-1.0,75.0
52,50,False,0.2,0.018,1.9,"('161', '127')",5,8,2.8989910180631706,3.7015836824700075,-1.0,75.0
52,48,False,0.2,0.012,1.9,"('161', '127')",5,8,2.8989910180631706,3.7015836824700075,-1.0,75.0
52,48,False,0.2,0.015,1.9,"('161', '127')",5,8,2.8989910180631706,3.7015836824700075,-1.0,75.0
52,48,False,0.2,0.018,1.9,"('161', '127')",5,8,2.8989910180631706,3.7015836824700075,-1.0,75.0
48,50,False,0.3,0.018,1.7,"('127', '161')",5,10,2.8835532411035967,2.4417766205517983,-1.0262381434260428,80.0
48,48,False,0.3,0.018,1.7,"('127', '161')",5,10,2.8835532411035967,2.4417766205517983,-1.0262381434260428,80.0
52,50,False,0.25,0.012,1.9,"('161', '127')",5,8,2.8763855340758,3.6827828474566595,-1.0,75.0
52,50,False,0.25,0.015,1.9,"('161', '127')",5,8,2.8763855340758,3.6827828474566595,-1.0,75.0
52,50,False,0.25,0.018,1.9,"('161', '127')",5,8,2.8763855340758,3.6827828474566595,-1.0,75.0
52,48,False,0.25,0.012,1.9,"('161', '127')",5,8,2.8763855340758,3.6827828474566595,-1.0,75.0
52,48,False,0.25,0.015,1.9,"('161', '127')",5,8,2.8763855340758,3.6827828474566595,-1.0,75.0
52,48,False,0.25,0.018,1.9,"('161', '127')",5,8,2.8763855340758,3.6827828474566595,-1.0,75.0
52,50,False,0.2,0.015,1.7,"('127', '161')",5,8,2.8548848244967653,3.8548848244967653,-1.0,87.5
52,50,False,0.2,0.018,1.7,"('127', '161')",5,8,2.8548848244967653,3.8548848244967653,-1.0,87.5
52,48,False,0.2,0.015,1.7,"('127', '161')",5,8,2.8548848244967653,3.8548848244967653,-1.0,87.5
52,48,False,0.2,0.018,1.7,"('127', '161')",5,8,2.8548848244967653,3.8548848244967653,-1.0,87.5
52,50,False,0.25,0.015,1.7,"('127', '161')",5,8,2.8332689718436006,3.833268971843601,-1.0,87.5
52,50,False,0.25,0.018,1.7,"('127', '161')",5,8,2.8332689718436006,3.833268971843601,-1.0,87.5
52,48,False,0.25,0.015,1.7,"('127', '161')",5,8,2.8332689718436006,3.833268971843601,-1.0,87.5
52,48,False,0.25,0.018,1.7,"('127', '161')",5,8,2.8332689718436006,3.833268971843601,-1.0,87.5
52,50,False,0.3,0.015,1.7,"('127', '161')",5,8,2.8122396707427244,3.812239670742725,-1.0,87.5
52,50,False,0.3,0.018,1.7,"('127', '161')",5,8,2.8122396707427244,3.812239670742725,-1.0,87.5
52,48,False,0.3,0.015,1.7,"('127', '161')",5,8,2.8122396707427244,3.812239670742725,-1.0,87.5
52,48,False,0.3,0.018,1.7,"('127', '161')",5,8,2.8122396707427244,3.812239670742725,-1.0,87.5
48,52,False,0.3,0.012,1.7,"('161', '127')",5,11,2.755910799581114,1.9186369331937048,-1.0262381434260428,72.72727272727273
48,50,False,0.2,0.018,1.7,"('127', '161')",5,10,2.696773976105918,2.348386988052959,-1.2576772616668923,80.0
48,48,False,0.2,0.018,1.7,"('127', '161')",5,10,2.696773976105918,2.348386988052959,-1.2576772616668923,80.0
50,52,False,0.3,0.012,1.9,"('161', '127')",5,10,2.6663409185820606,2.287290787241445,-1.0,70.0
50,52,False,0.3,0.015,1.9,"('161', '127')",5,10,2.6663409185820606,2.287290787241445,-1.0,70.0
50,52,False,0.3,0.018,1.9,"('161', '127')",5,10,2.6663409185820606,2.287290787241445,-1.0,70.0
50,52,False,0.3,0.012,2.1,"('161', '127')",5,9,2.6656960114495023,2.332848005724751,-1.0,77.77777777777779
50,52,False,0.3,0.015,2.1,"('161', '127')",5,9,2.6656960114495023,2.332848005724751,-1.0,77.77777777777779
50,52,False,0.3,0.018,2.1,"('161', '127')",5,9,2.6656960114495023,2.332848005724751,-1.0,77.77777777777779
52,52,False,0.3,0.012,2.1,"('161', '127')",5,9,2.6656960114495023,2.332848005724751,-1.0,77.77777777777779
52,52,False,0.3,0.015,2.1,"('161', '127')",5,9,2.6656960114495023,2.332848005724751,-1.0,77.77777777777779
52,52,False,0.3,0.018,2.1,"('161', '127')",5,9,2.6656960114495023,2.332848005724751,-1.0,77.77777777777779
48,52,False,0.3,0.012,2.1,"('161', '127')",5,9,2.6656960114495023,2.332848005724751,-1.0,77.77777777777779
48,52,False,0.3,0.015,2.1,"('161', '127')",5,9,2.6656960114495023,2.332848005724751,-1.0,77.77777777777779
48,52,False,0.3,0.018,2.1,"('161', '127')",5,9,2.6656960114495023,2.332848005724751,-1.0,77.77777777777779
50,52,False,0.2,0.012,1.7,"('127', '161')",5,10,2.6402418006053168,2.3201209003026584,-1.0,80.0
50,52,False,0.25,0.012,1.7,"('127', '161')",5,10,2.6094450991192946,2.3047225495596475,-1.0,80.0
48,52,False,0.25,0.012,1.7,"('161', '127')",5,11,2.600529452519203,1.866843150839734,-1.0171651998951639,72.72727272727273
48,52,False,0.3,0.015,1.7,"('161', '127')",5,11,2.580849116515863,1.860283038838621,-1.0262381434260428,72.72727272727273
48,52,False,0.3,0.018,1.7,"('161', '127')",5,11,2.580849116515863,1.860283038838621,-1.0262381434260428,72.72727272727273
50,52,False,0.3,0.012,1.7,"('127', '161')",5,10,2.579489764579984,2.289744882289992,-1.0,80.0
52,52,False,0.3,0.012,1.7,"('161', '127')",5,9,2.5256166538995326,2.2628083269497665,-1.0,77.77777777777779
50,52,False,0.2,0.012,1.9,"('161', '127')",5,10,2.5235396622261312,2.2172953559367676,-1.0,70.0
50,52,False,0.2,0.015,1.9,"('161', '127')",5,10,2.5235396622261312,2.2172953559367676,-1.0,70.0
50,52,False,0.2,0.018,1.9,"('161', '127')",5,10,2.5235396622261312,2.2172953559367676,-1.0,70.0
50,52,False,0.2,0.015,1.7,"('127', '161')",5,10,2.4992798718049176,2.249639935902459,-1.0,80.0
50,52,False,0.2,0.018,1.7,"('127', '161')",5,10,2.4992798718049176,2.249639935902459,-1.0,80.0
50,52,False,0.25,0.012,1.9,"('161', '127')",5,10,2.4928268079294154,2.203006015110054,-1.0,70.0
50,52,False,0.25,0.015,1.9,"('161', '127')",5,10,2.4928268079294154,2.203006015110054,-1.0,70.0
50,52,False,0.25,0.018,1.9,"('161', '127')",5,10,2.4928268079294154,2.203006015110054,-1.0,70.0
50,52,False,0.25,0.015,1.7,"('127', '161')",5,10,2.4707626812544,2.2353813406272,-1.0,80.0
50,52,False,0.25,0.018,1.7,"('127', '161')",5,10,2.4707626812544,2.2353813406272,-1.0,80.0
50,52,False,0.3,0.015,1.7,"('127', '161')",5,10,2.4430174981283654,2.221508749064183,-1.0,80.0
50,52,False,0.3,0.018,1.7,"('127', '161')",5,10,2.4430174981283654,2.221508749064183,-1.0,80.0
50,52,False,0.2,0.012,2.1,"('161', '127')",5,10,2.427946886742105,2.1711836805786873,-1.0,70.0
50,52,False,0.2,0.015,2.1,"('161', '127')",5,10,2.427946886742105,2.1711836805786873,-1.0,70.0
50,52,False,0.2,0.018,2.1,"('161', '127')",5,10,2.427946886742105,2.1711836805786873,-1.0,70.0
52,52,False,0.2,0.012,2.1,"('161', '127')",5,10,2.427946886742105,2.1711836805786873,-1.0,70.0
52,52,False,0.2,0.015,2.1,"('161', '127')",5,10,2.427946886742105,2.1711836805786873,-1.0,70.0
52,52,False,0.2,0.018,2.1,"('161', '127')",5,10,2.427946886742105,2.1711836805786873,-1.0,70.0
48,52,False,0.2,0.012,2.1,"('161', '127')",5,10,2.427946886742105,2.1711836805786873,-1.0,70.0
48,52,False,0.2,0.015,2.1,"('161', '127')",5,10,2.427946886742105,2.1711836805786873,-1.0,70.0
48,52,False,0.2,0.018,2.1,"('161', '127')",5,10,2.427946886742105,2.1711836805786873,-1.0,70.0
48,50,False,0.25,0.018,1.9,"('127', '161')",5,10,2.423446561703497,2.169524004537116,-1.0171651998951639,70.0
48,48,False,0.25,0.018,1.9,"('127', '161')",5,10,2.423446561703497,2.169524004537116,-1.0171651998951639,70.0
48,52,False,0.25,0.015,1.7,"('161', '127')",5,11,2.4228521870165807,1.8076173956721935,-1.0171651998951639,72.72727272727273
48,52,False,0.25,0.018,1.7,"('161', '127')",5,11,2.4228521870165807,1.8076173956721935,-1.0171651998951639,72.72727272727273
48,52,False,0.2,0.012,1.7,"('161', '127')",5,11,2.4003038645378707,1.8001012881792902,-1.2576772616668923,72.72727272727273
48,50,False,0.3,0.018,1.9,"('127', '161')",5,10,2.3979348756371768,2.157706222899004,-1.0262381434260424,70.0
48,48,False,0.3,0.018,1.9,"('127', '161')",5,10,2.3979348756371768,2.157706222899004,-1.0262381434260424,70.0
50,52,False,0.25,0.012,2.1,"('161', '127')",5,10,2.3972688251644865,2.1568909670480196,-1.0,70.0
50,52,False,0.25,0.015,2.1,"('161', '127')",5,10,2.3972688251644865,2.1568909670480196,-1.0,70.0
50,52,False,0.25,0.018,2.1,"('161', '127')",5,10,2.3972688251644865,2.1568909670480196,-1.0,70.0
52,52,False,0.25,0.012,2.1,"('161', '127')",5,10,2.3972688251644865,2.1568909670480196,-1.0,70.0
52,52,False,0.25,0.015,2.1,"('161', '127')",5,10,2.3972688251644865,2.1568909670480196,-1.0,70.0
52,52,False,0.25,0.018,2.1,"('161', '127')",5,10,2.3972688251644865,2.1568909670480196,-1.0,70.0
48,52,False,0.25,0.012,2.1,"('161', '127')",5,10,2.3972688251644865,2.1568909670480196,-1.0,70.0
48,52,False,0.25,0.015,2.1,"('161', '127')",5,10,2.3972688251644865,2.1568909670480196,-1.0,70.0
48,52,False,0.25,0.018,2.1,"('161', '127')",5,10,2.3972688251644865,2.1568909670480196,-1.0,70.0
52,52,False,0.2,0.012,1.7,"('161', '127')",5,9,2.388414549218,2.194207274609,-1.0,77.77777777777779
52,50,False,0.2,0.012,1.9,"('127', '161')",5,8,2.366321493534323,3.205186388842782,-1.0,75.0
52,50,False,0.2,0.015,1.9,"('127', '161')",5,8,2.366321493534323,3.205186388842782,-1.0,75.0
52,50,False,0.2,0.018,1.9,"('127', '161')",5,8,2.366321493534323,3.205186388842782,-1.0,75.0
52,48,False,0.2,0.012,1.9,"('127', '161')",5,8,2.366321493534323,3.205186388842782,-1.0,75.0
52,48,False,0.2,0.015,1.9,"('127', '161')",5,8,2.366321493534323,3.205186388842782,-1.0,75.0
52,48,False,0.2,0.018,1.9,"('127', '161')",5,8,2.366321493534323,3.205186388842782,-1.0,75.0
52,52,False,0.25,0.012,1.7,"('161', '127')",5,9,2.3548858416112055,2.177442920805603,-1.0,77.77777777777779
52,52,False,0.3,0.015,1.7,"('161', '127')",5,9,2.3505549708342817,2.1752774854171406,-1.0,77.77777777777779
52,52,False,0.3,0.018,1.7,"('161', '127')",5,9,2.3505549708342817,2.1752774854171406,-1.0,77.77777777777779
52,50,False,0.25,0.012,1.9,"('127', '161')",5,8,2.3501887488634305,3.192003119554794,-1.0,75.0
52,50,False,0.25,0.015,1.9,"('127', '161')",5,8,2.3501887488634305,3.192003119554794,-1.0,75.0
52,50,False,0.25,0.018,1.9,"('127', '161')",5,8,2.3501887488634305,3.192003119554794,-1.0,75.0
52,48,False,0.25,0.012,1.9,"('127', '161')",5,8,2.3501887488634305,3.192003119554794,-1.0,75.0
52,48,False,0.25,0.015,1.9,"('127', '161')",5,8,2.3501887488634305,3.192003119554794,-1.0,75.0
52,48,False,0.25,0.018,1.9,"('127', '161')",5,8,2.3501887488634305,3.192003119554794,-1.0,75.0
52,50,False,0.3,0.012,1.9,"('127', '161')",5,8,2.3344805785997194,3.1791487296434235,-1.0,75.0
52,50,False,0.3,0.015,1.9,"('127', '161')",5,8,2.3344805785997194,3.1791487296434235,-1.0,75.0
52,50,False,0.3,0.018,1.9,"('127', '161')",5,8,2.3344805785997194,3.1791487296434235,-1.0,75.0
52,48,False,0.3,0.012,1.9,"('127', '161')",5,8,2.3344805785997194,3.1791487296434235,-1.0,75.0
52,48,False,0.3,0.015,1.9,"('127', '161')",5,8,2.3344805785997194,3.1791487296434235,-1.0,75.0
52,48,False,0.3,0.018,1.9,"('127', '161')",5,8,2.3344805785997194,3.1791487296434235,-1.0,75.0
48,52,False,0.2,0.015,1.7,"('161', '127')",5,11,2.2199399185589668,1.7399799728529892,-1.2576772616668923,72.72727272727273
48,52,False,0.2,0.018,1.7,"('161', '127')",5,11,2.2199399185589668,1.7399799728529892,-1.2576772616668923,72.72727272727273
52,52,False,0.2,0.015,1.7,"('161', '127')",5,9,2.208050603239096,2.104025301619548,-1.0,77.77777777777779
52,52,False,0.2,0.018,1.7,"('161', '127')",5,9,2.208050603239096,2.104025301619548,-1.0,77.77777777777779
48,50,False,0.2,0.018,1.9,"('127', '161')",5,10,2.1999921582804802,2.061223755449008,-1.2576772616668923,70.0
48,48,False,0.2,0.018,1.9,"('127', '161')",5,10,2.1999921582804802,2.061223755449008,-1.2576772616668923,70.0
52,52,False,0.25,0.015,1.7,"('161', '127')",5,9,2.1772085761085833,2.0886042880542917,-1.0,77.77777777777779
52,52,False,0.25,0.018,1.7,"('161', '127')",5,9,2.1772085761085833,2.0886042880542917,-1.0,77.77777777777779
50,52,False,0.3,0.012,2.1,"('127', '161')",5,9,2.1381693954418037,2.069084697720902,-1.0,77.77777777777779
50,52,False,0.3,0.015,2.1,"('127', '161')",5,9,2.1381693954418037,2.069084697720902,-1.0,77.77777777777779
50,52,False,0.3,0.018,2.1,"('127', '161')",5,9,2.1381693954418037,2.069084697720902,-1.0,77.77777777777779
52,52,False,0.3,0.012,2.1,"('127', '161')",5,9,2.1381693954418037,2.069084697720902,-1.0,77.77777777777779
52,52,False,0.3,0.015,2.1,"('127', '161')",5,9,2.1381693954418037,2.069084697720902,-1.0,77.77777777777779
52,52,False,0.3,0.018,2.1,"('127', '161')",5,9,2.1381693954418037,2.069084697720902,-1.0,77.77777777777779
48,52,False,0.3,0.012,2.1,"('127', '161')",5,9,2.1381693954418037,2.069084697720902,-1.0,77.77777777777779
48,52,False,0.3,0.015,2.1,"('127', '161')",5,9,2.1381693954418037,2.069084697720902,-1.0,77.77777777777779
48,52,False,0.3,0.018,2.1,"('127', '161')",5,9,2.1381693954418037,2.069084697720902,-1.0,77.77777777777779
48,52,False,0.3,0.012,1.9,"('161', '127')",5,11,2.112531910566168,1.6878341404991746,-1.0262381434260428,63.63636363636363
48,52,False,0.3,0.015,1.9,"('161', '127')",5,11,2.112531910566168,1.6878341404991746,-1.0262381434260428,63.63636363636363
48,52,False,0.3,0.018,1.9,"('161', '127')",5,11,2.112531910566168,1.6878341404991746,-1.0262381434260428,63.63636363636363
48,52,False,0.25,0.012,1.7,"('127', '161')",5,11,2.057376037664975,1.6857920125549917,-1.0171651998951639,72.72727272727273
48,52,False,0.3,0.012,1.7,"('127', '161')",5,11,2.0203560801916916,1.6734520267305637,-1.0262381434260428,72.72727272727273
52,52,False,0.2,0.012,1.7,"('127', '161')",5,9,2.003832363580672,2.0019161817903357,-1.0,77.77777777777779
50,52,False,0.2,0.012,1.9,"('127', '161')",5,10,2.0024980539794797,1.9659573090407811,-1.0,70.0
50,52,False,0.2,0.015,1.9,"('127', '161')",5,10,2.0024980539794797,1.9659573090407811,-1.0,70.0
50,52,False,0.2,0.018,1.9,"('127', '161')",5,10,2.0024980539794797,1.9659573090407811,-1.0,70.0
50,52,False,0.25,0.012,1.9,"('127', '161')",5,10,1.9796475910026334,1.9553523542826607,-1.0,70.0
50,52,False,0.25,0.015,1.9,"('127', '161')",5,10,1.9796475910026334,1.9553523542826607,-1.0,70.0
50,52,False,0.25,0.018,1.9,"('127', '161')",5,10,1.9796475910026334,1.9553523542826607,-1.0,70.0
52,52,False,0.25,0.012,1.7,"('127', '161')",5,9,1.9760833575533119,1.9880416787766562,-1.0,77.77777777777779
50,52,False,0.3,0.012,1.9,"('127', '161')",5,10,1.9573991326619455,1.9450186406658367,-1.0,70.0
50,52,False,0.3,0.015,1.9,"('127', '161')",5,10,1.9573991326619455,1.9450186406658367,-1.0,70.0
50,52,False,0.3,0.018,1.9,"('127', '161')",5,10,1.9573991326619455,1.9450186406658367,-1.0,70.0
52,52,False,0.3,0.012,1.7,"('127', '161')",5,9,1.9490425098308197,1.9745212549154099,-1.0,77.77777777777779
48,52,False,0.25,0.012,1.9,"('161', '127')",5,11,1.9480197578837681,1.6340869835016283,-1.0171651998951639,63.63636363636363
48,52,False,0.25,0.015,1.9,"('161', '127')",5,11,1.9480197578837681,1.6340869835016283,-1.0171651998951639,63.63636363636363
48,52,False,0.25,0.018,1.9,"('161', '127')",5,11,1.9480197578837681,1.6340869835016283,-1.0171651998951639,63.63636363636363
50,52,False,0.2,0.012,2.1,"('127', '161')",5,10,1.9286310531841309,1.9303256293128566,-1.0,70.0
50,52,False,0.2,0.015,2.1,"('127', '161')",5,10,1.9286310531841309,1.9303256293128566,-1.0,70.0
50,52,False,0.2,0.018,2.1,"('127', '161')",5,10,1.9286310531841309,1.9303256293128566,-1.0,70.0
52,52,False,0.2,0.012,2.1,"('127', '161')",5,10,1.9286310531841309,1.9303256293128566,-1.0,70.0
52,52,False,0.2,0.015,2.1,"('127', '161')",5,10,1.9286310531841309,1.9303256293128566,-1.0,70.0
52,52,False,0.2,0.018,2.1,"('127', '161')",5,10,1.9286310531841309,1.9303256293128566,-1.0,70.0
48,52,False,0.2,0.012,2.1,"('127', '161')",5,10,1.9286310531841309,1.9303256293128566,-1.0,70.0
48,52,False,0.2,0.015,2.1,"('127', '161')",5,10,1.9286310531841309,1.9303256293128566,-1.0,70.0
48,52,False,0.2,0.018,2.1,"('127', '161')",5,10,1.9286310531841309,1.9303256293128566,-1.0,70.0
48,52,False,0.25,0.015,1.7,"('127', '161')",5,11,1.9186936198000804,1.6395645399333603,-1.0171651998951639,72.72727272727273
48,52,False,0.25,0.018,1.7,"('127', '161')",5,11,1.9186936198000804,1.6395645399333603,-1.0171651998951639,72.72727272727273
50,52,False,0.25,0.012,2.1,"('127', '161')",5,10,1.906086360804407,1.9198526548547379,-1.0,70.0
50,52,False,0.25,0.015,2.1,"('127', '161')",5,10,1.906086360804407,1.9198526548547379,-1.0,70.0
50,52,False,0.25,0.018,2.1,"('127', '161')",5,10,1.906086360804407,1.9198526548547379,-1.0,70.0
52,52,False,0.25,0.012,2.1,"('127', '161')",5,10,1.906086360804407,1.9198526548547379,-1.0,70.0
52,52,False,0.25,0.015,2.1,"('127', '161')",5,10,1.906086360804407,1.9198526548547379,-1.0,70.0
52,52,False,0.25,0.018,2.1,"('127', '161')",5,10,1.906086360804407,1.9198526548547379,-1.0,70.0
48,52,False,0.25,0.012,2.1,"('127', '161')",5,10,1.906086360804407,1.9198526548547379,-1.0,70.0
48,52,False,0.25,0.015,2.1,"('127', '161')",5,10,1.906086360804407,1.9198526548547379,-1.0,70.0
48,52,False,0.25,0.018,2.1,"('127', '161')",5,10,1.906086360804407,1.9198526548547379,-1.0,70.0
52,52,False,0.3,0.012,1.9,"('161', '127')",5,9,1.8922348594107188,1.9135577843181055,-1.0712809763020228,66.66666666666666
52,52,False,0.3,0.015,1.9,"('161', '127')",5,9,1.8922348594107188,1.9135577843181055,-1.0712809763020228,66.66666666666666
52,52,False,0.3,0.018,1.9,"('161', '127')",5,9,1.8922348594107188,1.9135577843181055,-1.0712809763020228,66.66666666666666
48,52,False,0.3,0.015,1.7,"('127', '161')",5,11,1.8838838137400735,1.627961271246691,-1.0262381434260428,72.72727272727273
48,52,False,0.3,0.018,1.7,"('127', '161')",5,11,1.8838838137400735,1.627961271246691,-1.0262381434260428,72.72727272727273
52,52,False,0.2,0.015,1.7,"('127', '161')",5,9,1.862870434780273,1.9314352173901366,-1.0,77.77777777777779
52,52,False,0.2,0.018,1.7,"('127', '161')",5,9,1.862870434780273,1.9314352173901366,-1.0,77.77777777777779
48,52,False,0.2,0.012,1.7,"('127', '161')",5,11,1.8457215151898254,1.615240505063275,-1.2576772616668923,72.72727272727273
52,52,False,0.25,0.015,1.7,"('127', '161')",5,9,1.8374009396884174,1.9187004698442087,-1.0,77.77777777777779
52,52,False,0.25,0.018,1.7,"('127', '161')",5,9,1.8374009396884174,1.9187004698442087,-1.0,77.77777777777779
52,52,False,0.3,0.015,1.7,"('127', '161')",5,9,1.8125702433792013,1.9062851216896006,-1.0,77.77777777777779
52,52,False,0.3,0.018,1.7,"('127', '161')",5,9,1.8125702433792013,1.9062851216896006,-1.0,77.77777777777779
48,52,False,0.2,0.012,1.9,"('161', '127')",5,11,1.7383406921135578,1.565668905811551,-1.2576772616668923,63.63636363636363
48,52,False,0.2,0.015,1.9,"('161', '127')",5,11,1.7383406921135578,1.565668905811551,-1.2576772616668923,63.63636363636363
48,52,False,0.2,0.018,1.9,"('161', '127')",5,11,1.7383406921135578,1.565668905811551,-1.2576772616668923,63.63636363636363
52,52,False,0.2,0.012,1.9,"('161', '127')",5,9,1.7369053954605729,1.8378417439773955,-1.0730709682894877,66.66666666666666
52,52,False,0.2,0.015,1.9,"('161', '127')",5,9,1.7369053954605729,1.8378417439773955,-1.0730709682894877,66.66666666666666
52,52,False,0.2,0.018,1.9,"('161', '127')",5,9,1.7369053954605729,1.8378417439773955,-1.0730709682894877,66.66666666666666
52,52,False,0.25,0.012,1.9,"('161', '127')",5,9,1.7125965992127181,1.8264769954159845,-1.0721648741726082,66.66666666666666
52,52,False,0.25,0.015,1.9,"('161', '127')",5,9,1.7125965992127181,1.8264769954159845,-1.0721648741726082,66.66666666666666
52,52,False,0.25,0.018,1.9,"('161', '127')",5,9,1.7125965992127181,1.8264769954159845,-1.0721648741726082,66.66666666666666
